"Standard Report - Exports"
"Current date: 04/18/2024 12:52 PM (Eastern Daylight Time)"
"Country","Commodity","Time","Quantity 1",
"World Total","7204490060 Cut Plate And Structural Steel Scrap (t)","2000","155,459"
"World Total","7204490060 Cut Plate And Structural Steel Scrap (t)","2001","413,453"
"World Total","7204490060 Cut Plate And Structural Steel Scrap (t)","2002","503,368"
"World Total","7204490060 Cut Plate And Structural Steel Scrap (t)","2003","696,103"
"World Total","7204490060 Cut Plate And Structural Steel Scrap (t)","2004","540,006"
"World Total","7204490060 Cut Plate And Structural Steel Scrap (t)","2005","421,011"
"World Total","7204490060 Cut Plate And Structural Steel Scrap (t)","2006","303,346"
"World Total","7204490060 Cut Plate And Structural Steel Scrap (t)","2007","699,764"
"World Total","7204490060 Cut Plate And Structural Steel Scrap (t)","2008","858,838"
"World Total","7204490060 Cut Plate And Structural Steel Scrap (t)","2009","1,351,600"
"World Total","7204490060 Cut Plate And Structural Steel Scrap (t)","2010","843,954"
"World Total","7204490060 Cut Plate And Structural Steel Scrap (t)","2011","954,452"
"World Total","7204490060 Cut Plate And Structural Steel Scrap (t)","2012","1,038,939"
"World Total","7204490060 Cut Plate And Structural Steel Scrap (t)","2013","1,085,175"
"World Total","7204490060 Cut Plate And Structural Steel Scrap (t)","2014","760,597"
"World Total","7204490060 Cut Plate And Structural Steel Scrap (t)","2015","818,828"
"World Total","7204490060 Cut Plate And Structural Steel Scrap (t)","2016","563,192"
"World Total","7204490060 Cut Plate And Structural Steel Scrap (t)","2017","517,720"
"World Total","7204490060 Cut Plate And Structural Steel Scrap (t)","2018","533,332"
"World Total","7204490060 Cut Plate And Structural Steel Scrap (t)","2019","503,208"
"World Total","7204490060 Cut Plate And Structural Steel Scrap (t)","2020","627,718"
"World Total","7204490060 Cut Plate And Structural Steel Scrap (t)","2021","631,867"
"World Total","7204490060 Cut Plate And Structural Steel Scrap (t)","2022","702,377"
"World Total","7204490060 Cut Plate And Structural Steel Scrap (t)","2023","634,981"
"World Total","7204490070 Shredded Steel Scrap (t)","1995","2,894,508"
"World Total","7204490070 Shredded Steel Scrap (t)","1996","2,694,050"
"World Total","7204490070 Shredded Steel Scrap (t)","1997","2,429,013"
"World Total","7204490070 Shredded Steel Scrap (t)","1998","1,372,860"
"World Total","7204490070 Shredded Steel Scrap (t)","1999","1,188,396"
"World Total","7204490070 Shredded Steel Scrap (t)","2000","1,443,736"
"World Total","7204490070 Shredded Steel Scrap (t)","2001","2,289,394"
"World Total","7204490070 Shredded Steel Scrap (t)","2002","3,081,141"
"World Total","7204490070 Shredded Steel Scrap (t)","2003","3,501,215"
"World Total","7204490070 Shredded Steel Scrap (t)","2004","3,815,877"
"World Total","7204490070 Shredded Steel Scrap (t)","2005","3,782,575"
"World Total","7204490070 Shredded Steel Scrap (t)","2006","3,311,260"
